Animal_Name,Animal_Species,Latitude,Longitude
Emperor Goose,Anser canagicus,56.622,-159.039
Emperor Goose,Anser canagicus,56.672,-159.396
Emperor Goose,Anser canagicus,56.68,-159.386
Emperor Goose,Anser canagicus,56.669,-159.366
Emperor Goose,Anser canagicus,56.68,-159.321
Emperor Goose,Anser canagicus,56.562,-159.164
Emperor Goose,Anser canagicus,56.669,-159.284
Emperor Goose,Anser canagicus,56.671,-159.284
Emperor Goose,Anser canagicus,56.688,-159.324
Emperor Goose,Anser canagicus,56.675,-159.381
Emperor Goose,Anser canagicus,56.681,-159.37
Emperor Goose,Anser canagicus,56.687,-159.379
Emperor Goose,Anser canagicus,56.675,-159.352
Emperor Goose,Anser canagicus,56.694,-159.331
Emperor Goose,Anser canagicus,56.692,-159.161
Emperor Goose,Anser canagicus,56.713,-159.282
Emperor Goose,Anser canagicus,56.689,-159.263
Emperor Goose,Anser canagicus,56.712,-159.281
Emperor Goose,Anser canagicus,56.731,-159.269
Emperor Goose,Anser canagicus,56.712,-159.286
Emperor Goose,Anser canagicus,56.718,-159.264
Emperor Goose,Anser canagicus,56.659,-159.331
Emperor Goose,Anser canagicus,56.694,-159.441
Emperor Goose,Anser canagicus,56.704,-159.415
Emperor Goose,Anser canagicus,56.7,-159.396
Emperor Goose,Anser canagicus,56.668,-159.365
Emperor Goose,Anser canagicus,56.696,-158.48
Emperor Goose,Anser canagicus,56.687,-159.373
Emperor Goose,Anser canagicus,56.699,-159.377
Emperor Goose,Anser canagicus,56.721,-159.276
Emperor Goose,Anser canagicus,56.707,-159.31
Emperor Goose,Anser canagicus,56.698,-159.296
Emperor Goose,Anser canagicus,56.707,-159.31
Emperor Goose,Anser canagicus,56.705,-159.274
Emperor Goose,Anser canagicus,56.712,-159.269
Emperor Goose,Anser canagicus,56.697,-159.433
Emperor Goose,Anser canagicus,56.665,-159.279
Emperor Goose,Anser canagicus,56.683,-159.386
Emperor Goose,Anser canagicus,56.696,-159.384
Emperor Goose,Anser canagicus,56.813,-160.447
Emperor Goose,Anser canagicus,56.682,-159.36
Emperor Goose,Anser canagicus,56.672,-159.362
Emperor Goose,Anser canagicus,56.688,-159.32
Emperor Goose,Anser canagicus,56.708,-159.293
Emperor Goose,Anser canagicus,56.706,-159.306
Emperor Goose,Anser canagicus,56.696,-159.318
Emperor Goose,Anser canagicus,56.69,-159.281
Emperor Goose,Anser canagicus,56.677,-159.305
Emperor Goose,Anser canagicus,56.696,-159.288
Emperor Goose,Anser canagicus,56.69,-159.381
Emperor Goose,Anser canagicus,56.688,-159.377
Emperor Goose,Anser canagicus,56.682,-159.389
Emperor Goose,Anser canagicus,56.693,-159.373
Emperor Goose,Anser canagicus,56.694,-159.337
Emperor Goose,Anser canagicus,56.728,-159.278
Emperor Goose,Anser canagicus,56.646,-159.541
Emperor Goose,Anser canagicus,57.34,-158.036
Emperor Goose,Anser canagicus,57.392,-158.03
Emperor Goose,Anser canagicus,57.369,-158.057
Emperor Goose,Anser canagicus,57.391,-157.866
Emperor Goose,Anser canagicus,57.37,-158.051
Emperor Goose,Anser canagicus,57.351,-158.065
Emperor Goose,Anser canagicus,57.358,-158.077
Emperor Goose,Anser canagicus,57.333,-157.973
Emperor Goose,Anser canagicus,57.343,-158.085
Emperor Goose,Anser canagicus,57.348,-158.066
Emperor Goose,Anser canagicus,57.349,-158.082
Emperor Goose,Anser canagicus,57.363,-158.003
Emperor Goose,Anser canagicus,57.315,-157.888
Emperor Goose,Anser canagicus,57.356,-158.08
Emperor Goose,Anser canagicus,57.349,-158.073
Emperor Goose,Anser canagicus,57.318,-158.205
Emperor Goose,Anser canagicus,57.353,-158.091
Emperor Goose,Anser canagicus,57.358,-158.16
Emperor Goose,Anser canagicus,57.342,-158.061
Emperor Goose,Anser canagicus,57.343,-158.074
Emperor Goose,Anser canagicus,57.361,-158.083
Emperor Goose,Anser canagicus,57.365,-158.081
Emperor Goose,Anser canagicus,57.351,-158.086
Emperor Goose,Anser canagicus,57.353,-158.091
Emperor Goose,Anser canagicus,57.366,-158.106
Emperor Goose,Anser canagicus,57.373,-158.11
Emperor Goose,Anser canagicus,57.365,-158.102
Emperor Goose,Anser canagicus,57.361,-158.111
Emperor Goose,Anser canagicus,57.383,-158.15
Emperor Goose,Anser canagicus,57.378,-158.109
Emperor Goose,Anser canagicus,57.308,-158.049
Emperor Goose,Anser canagicus,57.341,-158.094
Emperor Goose,Anser canagicus,57.367,-158.101
Emperor Goose,Anser canagicus,57.361,-158.082
Emperor Goose,Anser canagicus,57.346,-158.044
Emperor Goose,Anser canagicus,57.381,-158.097
Emperor Goose,Anser canagicus,57.356,-158.091
Emperor Goose,Anser canagicus,57.37,-158.078
Emperor Goose,Anser canagicus,57.362,-158.113
Emperor Goose,Anser canagicus,57.573,-157.674
Emperor Goose,Anser canagicus,57.568,-157.684
Emperor Goose,Anser canagicus,57.566,-157.657
Emperor Goose,Anser canagicus,57.566,-157.697
Emperor Goose,Anser canagicus,57.567,-157.69
Emperor Goose,Anser canagicus,57.537,-157.656
Emperor Goose,Anser canagicus,57.32,-158.207
Emperor Goose,Anser canagicus,57.437,-158.091
Emperor Goose,Anser canagicus,57.374,-158.058
Emperor Goose,Anser canagicus,57.268,-159.092
Emperor Goose,Anser canagicus,57.376,-157.665
Emperor Goose,Anser canagicus,57.321,-158.07
Emperor Goose,Anser canagicus,57.346,-158.067
Emperor Goose,Anser canagicus,57.307,-158.052
Emperor Goose,Anser canagicus,57.315,-158.094
Emperor Goose,Anser canagicus,57.311,-158.103
Emperor Goose,Anser canagicus,57.321,-158.092
Emperor Goose,Anser canagicus,57.32,-158.104
Emperor Goose,Anser canagicus,57.322,-158.071
Emperor Goose,Anser canagicus,57.31,-158.091
Emperor Goose,Anser canagicus,57.337,-158.043
Emperor Goose,Anser canagicus,57.329,-158.067
Emperor Goose,Anser canagicus,57.326,-158.084
Emperor Goose,Anser canagicus,57.324,-158.057
Emperor Goose,Anser canagicus,57.328,-158.048
Emperor Goose,Anser canagicus,57.335,-158.069
Emperor Goose,Anser canagicus,57.322,-158.078
Emperor Goose,Anser canagicus,57.316,-158.057
Emperor Goose,Anser canagicus,57.336,-158.085
Emperor Goose,Anser canagicus,56.688,-159.393
Emperor Goose,Anser canagicus,56.673,-159.385
Emperor Goose,Anser canagicus,53.048,-142.904
Emperor Goose,Anser canagicus,56.68,-159.39
Emperor Goose,Anser canagicus,56.672,-159.398
Emperor Goose,Anser canagicus,53.134,-175.48
Emperor Goose,Anser canagicus,53.145,-175.528
Emperor Goose,Anser canagicus,52.725,173.931
Emperor Goose,Anser canagicus,52.716,174.039
Emperor Goose,Anser canagicus,52.714,174.064
Emperor Goose,Anser canagicus,52.719,174.046
Emperor Goose,Anser canagicus,52.758,174.007
Emperor Goose,Anser canagicus,52.721,174.041
Emperor Goose,Anser canagicus,52.725,174.107
Emperor Goose,Anser canagicus,52.722,174.068
Emperor Goose,Anser canagicus,52.732,174.044
Emperor Goose,Anser canagicus,52.731,173.998
Emperor Goose,Anser canagicus,52.721,174.048
Emperor Goose,Anser canagicus,52.742,173.991
Emperor Goose,Anser canagicus,52.623,174.444
Emperor Goose,Anser canagicus,52.713,174.057
Emperor Goose,Anser canagicus,52.694,174.072
Emperor Goose,Anser canagicus,52.711,174.06
Emperor Goose,Anser canagicus,52.719,174.069
Emperor Goose,Anser canagicus,52.715,174.053
Emperor Goose,Anser canagicus,52.723,174.063
Emperor Goose,Anser canagicus,52.753,174.094
Emperor Goose,Anser canagicus,52.725,174.064
Emperor Goose,Anser canagicus,52.732,174.039
Emperor Goose,Anser canagicus,52.726,174.03
Emperor Goose,Anser canagicus,52.724,174.046
Emperor Goose,Anser canagicus,52.721,174.042
Emperor Goose,Anser canagicus,52.723,174.047
Emperor Goose,Anser canagicus,52.725,174.02
Emperor Goose,Anser canagicus,52.714,174.015
Emperor Goose,Anser canagicus,52.72,174.025
Emperor Goose,Anser canagicus,52.726,174.067
Emperor Goose,Anser canagicus,52.711,173.949
Emperor Goose,Anser canagicus,52.712,174
Emperor Goose,Anser canagicus,52.729,174.14
Emperor Goose,Anser canagicus,52.726,174.031
Emperor Goose,Anser canagicus,52.723,174.044
Emperor Goose,Anser canagicus,52.757,174.013
Emperor Goose,Anser canagicus,52.729,174.022
Emperor Goose,Anser canagicus,54.02,166.989
Emperor Goose,Anser canagicus,52.702,174.049
Emperor Goose,Anser canagicus,52.713,174.138
Emperor Goose,Anser canagicus,52.725,174.014
Emperor Goose,Anser canagicus,52.704,174.039
Emperor Goose,Anser canagicus,52.707,174.041
Emperor Goose,Anser canagicus,52.704,174.067
Emperor Goose,Anser canagicus,58.221,-155.009
Emperor Goose,Anser canagicus,52.586,174.022
Emperor Goose,Anser canagicus,52.753,174.064
Emperor Goose,Anser canagicus,52.727,174.054
Emperor Goose,Anser canagicus,52.72,174.032
Emperor Goose,Anser canagicus,52.734,174.071
Emperor Goose,Anser canagicus,52.722,174.031
Emperor Goose,Anser canagicus,52.722,174.047
Emperor Goose,Anser canagicus,52.717,174.03
Emperor Goose,Anser canagicus,52.412,175.304
Emperor Goose,Anser canagicus,52.723,174.047
Emperor Goose,Anser canagicus,52.73,174.097
Emperor Goose,Anser canagicus,52.723,174.034
Emperor Goose,Anser canagicus,52.709,174.066
Emperor Goose,Anser canagicus,52.722,174.021
Emperor Goose,Anser canagicus,52.727,174.08
Emperor Goose,Anser canagicus,52.73,174.083
Emperor Goose,Anser canagicus,52.754,174.076
Emperor Goose,Anser canagicus,52.692,173.996
Emperor Goose,Anser canagicus,52.719,174.089
Emperor Goose,Anser canagicus,52.615,174.204
Emperor Goose,Anser canagicus,52.708,174.082
Emperor Goose,Anser canagicus,52.724,174.12
Emperor Goose,Anser canagicus,52.683,173.997
Emperor Goose,Anser canagicus,52.737,174.01
Emperor Goose,Anser canagicus,52.721,174.05
Emperor Goose,Anser canagicus,52.72,174.024
Emperor Goose,Anser canagicus,52.733,174.244
Emperor Goose,Anser canagicus,52.721,174.063
Emperor Goose,Anser canagicus,52.707,174.073
Emperor Goose,Anser canagicus,52.718,174.035
Emperor Goose,Anser canagicus,52.606,173.565
Emperor Goose,Anser canagicus,52.719,174.042
Emperor Goose,Anser canagicus,52.721,174.039
Emperor Goose,Anser canagicus,52.724,174.05
Emperor Goose,Anser canagicus,52.712,174.061
Emperor Goose,Anser canagicus,52.723,174.05
Emperor Goose,Anser canagicus,52.723,174.044
Emperor Goose,Anser canagicus,52.723,174.035
Emperor Goose,Anser canagicus,52.725,174.037
Emperor Goose,Anser canagicus,52.728,174.047
Emperor Goose,Anser canagicus,52.726,174.043
Emperor Goose,Anser canagicus,52.731,174.027
Emperor Goose,Anser canagicus,52.68,174.211
Emperor Goose,Anser canagicus,52.727,174.055
Emperor Goose,Anser canagicus,52.714,174.072
Emperor Goose,Anser canagicus,52.718,174.079
Emperor Goose,Anser canagicus,52.704,174.072
Emperor Goose,Anser canagicus,52.717,174.058
Emperor Goose,Anser canagicus,52.71,174.01
Emperor Goose,Anser canagicus,52.642,173.737
Emperor Goose,Anser canagicus,52.719,174.065
Emperor Goose,Anser canagicus,52.724,174.04
Emperor Goose,Anser canagicus,52.726,174.042
Emperor Goose,Anser canagicus,52.717,174.034
Emperor Goose,Anser canagicus,52.72,174.021
Emperor Goose,Anser canagicus,57.375,-158.022
Emperor Goose,Anser canagicus,57.37,-158.036
Emperor Goose,Anser canagicus,57.341,-158.022
Emperor Goose,Anser canagicus,57.365,-158.048
Emperor Goose,Anser canagicus,57.377,-158.044
Emperor Goose,Anser canagicus,57.317,-158.161
Emperor Goose,Anser canagicus,57.341,-158.084
Emperor Goose,Anser canagicus,57.327,-158.085
Emperor Goose,Anser canagicus,57.321,-158.077
Emperor Goose,Anser canagicus,57.318,-158.073
Emperor Goose,Anser canagicus,57.345,-158.257
Emperor Goose,Anser canagicus,57.352,-158.151
Emperor Goose,Anser canagicus,57.343,-158.116
Emperor Goose,Anser canagicus,57.338,-158.075
Emperor Goose,Anser canagicus,57.34,-158.043
Emperor Goose,Anser canagicus,57.342,-158.049
Emperor Goose,Anser canagicus,57.321,-158.088
Emperor Goose,Anser canagicus,57.311,-158.048
Emperor Goose,Anser canagicus,57.339,-158.057
Emperor Goose,Anser canagicus,57.34,-158.045
Emperor Goose,Anser canagicus,57.357,-158.105
Emperor Goose,Anser canagicus,57.354,-158.044
Emperor Goose,Anser canagicus,57.354,-158.085
Emperor Goose,Anser canagicus,57.344,-158.104
Emperor Goose,Anser canagicus,57.329,-158.086
Emperor Goose,Anser canagicus,57.35,-158.082
Emperor Goose,Anser canagicus,57.353,-158.088
Emperor Goose,Anser canagicus,57.353,-158.089
Emperor Goose,Anser canagicus,57.338,-158.126
Emperor Goose,Anser canagicus,57.344,-158.049
Emperor Goose,Anser canagicus,57.348,-158.045
Emperor Goose,Anser canagicus,57.357,-158.091
Emperor Goose,Anser canagicus,57.345,-158.067
Emperor Goose,Anser canagicus,57.367,-158.019
Emperor Goose,Anser canagicus,57.362,-158.096
Emperor Goose,Anser canagicus,57.362,-158.056
Emperor Goose,Anser canagicus,57.361,-158.061
Emperor Goose,Anser canagicus,57.361,-158.046
Emperor Goose,Anser canagicus,57.365,-158.044
Emperor Goose,Anser canagicus,57.368,-158.036
Emperor Goose,Anser canagicus,57.35,-158.068
Emperor Goose,Anser canagicus,57.358,-158.06
Emperor Goose,Anser canagicus,57.36,-158.18
Emperor Goose,Anser canagicus,57.357,-158.046
Emperor Goose,Anser canagicus,57.367,-158.082
Emperor Goose,Anser canagicus,57.472,-158.074
Emperor Goose,Anser canagicus,57.302,-158.267
Emperor Goose,Anser canagicus,57.376,-158.014
Emperor Goose,Anser canagicus,57.361,-158.059
Emperor Goose,Anser canagicus,57.273,-158.328
Emperor Goose,Anser canagicus,57.361,-158.115
Emperor Goose,Anser canagicus,57.376,-158.135
Emperor Goose,Anser canagicus,57.344,-158.083
Emperor Goose,Anser canagicus,57.346,-158.066
Emperor Goose,Anser canagicus,57.336,-158.094
Emperor Goose,Anser canagicus,57.307,-158.118
Emperor Goose,Anser canagicus,57.329,-158.095
Emperor Goose,Anser canagicus,57.317,-158.07
Emperor Goose,Anser canagicus,57.381,-158.061
Emperor Goose,Anser canagicus,57.367,-158.046
Emperor Goose,Anser canagicus,57.386,-158.036
Emperor Goose,Anser canagicus,57.374,-158.055
Emperor Goose,Anser canagicus,57.369,-158.019
Emperor Goose,Anser canagicus,57.375,-158.048
Emperor Goose,Anser canagicus,57.383,-158.074
Emperor Goose,Anser canagicus,57.36,-158.071
Emperor Goose,Anser canagicus,57.357,-158.061
Emperor Goose,Anser canagicus,57.364,-158.047
Emperor Goose,Anser canagicus,57.357,-158.055
Emperor Goose,Anser canagicus,57.36,-158.066
Emperor Goose,Anser canagicus,57.36,-158.064
Emperor Goose,Anser canagicus,57.349,-158.044
Emperor Goose,Anser canagicus,57.364,-158.074
Emperor Goose,Anser canagicus,57.36,-158.052
Emperor Goose,Anser canagicus,57.357,-158.079
Emperor Goose,Anser canagicus,57.35,-158.08
Emperor Goose,Anser canagicus,57.362,-158.064
Emperor Goose,Anser canagicus,57.358,-158.063
Emperor Goose,Anser canagicus,57.358,-158.054
Emperor Goose,Anser canagicus,57.357,-158.078
Emperor Goose,Anser canagicus,57.356,-158.057
Emperor Goose,Anser canagicus,57.357,-158.045
Emperor Goose,Anser canagicus,57.919,-155.158
Emperor Goose,Anser canagicus,57.36,-158.053
Emperor Goose,Anser canagicus,57.364,-158.098
Emperor Goose,Anser canagicus,57.345,-158.038
Emperor Goose,Anser canagicus,57.368,-158.06
Emperor Goose,Anser canagicus,57.223,-158.582
Emperor Goose,Anser canagicus,57.358,-158.067
Emperor Goose,Anser canagicus,57.363,-158.064
Emperor Goose,Anser canagicus,57.375,-158.074
Emperor Goose,Anser canagicus,57.362,-158.065
Emperor Goose,Anser canagicus,57.364,-158.062
Emperor Goose,Anser canagicus,57.367,-158.061
Emperor Goose,Anser canagicus,57.362,-158.05
Emperor Goose,Anser canagicus,57.345,-157.982
Emperor Goose,Anser canagicus,57.366,-158.045
Emperor Goose,Anser canagicus,57.369,-158.059
Emperor Goose,Anser canagicus,57.365,-158.098
Emperor Goose,Anser canagicus,57.401,-158.135
Emperor Goose,Anser canagicus,57.363,-158.042
Emperor Goose,Anser canagicus,57.37,-158.056
Emperor Goose,Anser canagicus,57.36,-158.066
Emperor Goose,Anser canagicus,57.364,-158.08
Emperor Goose,Anser canagicus,57.339,-158.05
Emperor Goose,Anser canagicus,57.362,-158.056
Emperor Goose,Anser canagicus,57.366,-158.074
Emperor Goose,Anser canagicus,57.364,-158.072
Emperor Goose,Anser canagicus,57.36,-158.062
Emperor Goose,Anser canagicus,57.354,-158.08
Emperor Goose,Anser canagicus,57.359,-158.04
Emperor Goose,Anser canagicus,57.342,-158.052
Emperor Goose,Anser canagicus,57.356,-158.082
Emperor Goose,Anser canagicus,57.343,-158.115
Emperor Goose,Anser canagicus,57.363,-158.077
Emperor Goose,Anser canagicus,57.358,-158.069
Emperor Goose,Anser canagicus,57.359,-158.072
Emperor Goose,Anser canagicus,57.359,-158.107
Emperor Goose,Anser canagicus,57.359,-158.067
Emperor Goose,Anser canagicus,57.36,-158.073
Emperor Goose,Anser canagicus,57.365,-158.066
Emperor Goose,Anser canagicus,57.364,-158.072
Emperor Goose,Anser canagicus,57.369,-158.06
Emperor Goose,Anser canagicus,57.366,-158.067
Emperor Goose,Anser canagicus,57.351,-158.079
Emperor Goose,Anser canagicus,57.36,-158.067
Emperor Goose,Anser canagicus,57.361,-158.065
Emperor Goose,Anser canagicus,57.366,-158.075
Emperor Goose,Anser canagicus,57.358,-158.063
Emperor Goose,Anser canagicus,57.352,-158.061
Emperor Goose,Anser canagicus,58.925,-165.132
Emperor Goose,Anser canagicus,57.358,-158.058
Emperor Goose,Anser canagicus,57.364,-158.045
Emperor Goose,Anser canagicus,57.369,-158.054
Emperor Goose,Anser canagicus,57.369,-158.138
Emperor Goose,Anser canagicus,57.424,-158.02
Emperor Goose,Anser canagicus,57.388,-158.203
Emperor Goose,Anser canagicus,57.561,-158.305
Emperor Goose,Anser canagicus,57.558,-158.301
Emperor Goose,Anser canagicus,57.577,-158.325
Emperor Goose,Anser canagicus,57.579,-158.336
Emperor Goose,Anser canagicus,57.63,-158.387
Emperor Goose,Anser canagicus,57.592,-158.421
Emperor Goose,Anser canagicus,57.767,-158.843
Emperor Goose,Anser canagicus,58.13,-159.17
Emperor Goose,Anser canagicus,60.028,-164.096
Emperor Goose,Anser canagicus,60.026,-164.083
Emperor Goose,Anser canagicus,60.019,-164.102
Emperor Goose,Anser canagicus,60.006,-164.093
Emperor Goose,Anser canagicus,60.021,-164.088
Emperor Goose,Anser canagicus,60.022,-164.096
Emperor Goose,Anser canagicus,60.025,-164.095
Emperor Goose,Anser canagicus,60.021,-164.099
Emperor Goose,Anser canagicus,60.018,-164.103
Emperor Goose,Anser canagicus,60.025,-164.083
Emperor Goose,Anser canagicus,61.207,-165.124
Emperor Goose,Anser canagicus,61.203,-165.081
Emperor Goose,Anser canagicus,61.21,-165.123
Emperor Goose,Anser canagicus,61.221,-165.239
Emperor Goose,Anser canagicus,61.212,-165.127
Emperor Goose,Anser canagicus,61.208,-165.104
Emperor Goose,Anser canagicus,61.238,-165.122
Emperor Goose,Anser canagicus,61.212,-165.117
Emperor Goose,Anser canagicus,61.21,-165.115
Emperor Goose,Anser canagicus,61.21,-165.117
Emperor Goose,Anser canagicus,61.219,-165.106
Emperor Goose,Anser canagicus,61.216,-165.121
Emperor Goose,Anser canagicus,61.196,-165.07
Emperor Goose,Anser canagicus,61.203,-165.126
Emperor Goose,Anser canagicus,61.18,-165.275
Emperor Goose,Anser canagicus,61.211,-165.117
Emperor Goose,Anser canagicus,61.221,-165.174
Emperor Goose,Anser canagicus,61.138,-165.244
Emperor Goose,Anser canagicus,61.207,-165.136
Emperor Goose,Anser canagicus,61.213,-165.105
Emperor Goose,Anser canagicus,61.223,-165.111
Emperor Goose,Anser canagicus,61.212,-165.119
Emperor Goose,Anser canagicus,61.207,-165.112
Emperor Goose,Anser canagicus,61.212,-165.114
Emperor Goose,Anser canagicus,61.232,-165.039
Emperor Goose,Anser canagicus,61.209,-165.13
Emperor Goose,Anser canagicus,61.206,-165.102
Emperor Goose,Anser canagicus,61.211,-165.121
Emperor Goose,Anser canagicus,61.211,-165.118
Emperor Goose,Anser canagicus,61.216,-165.155
Emperor Goose,Anser canagicus,61.214,-165.134
Emperor Goose,Anser canagicus,61.21,-165.124
Emperor Goose,Anser canagicus,61.211,-165.129
Emperor Goose,Anser canagicus,61.209,-165.119
Emperor Goose,Anser canagicus,61.222,-165.111
Emperor Goose,Anser canagicus,61.216,-165.18
Emperor Goose,Anser canagicus,61.198,-165.144
Emperor Goose,Anser canagicus,61.215,-165.131
Emperor Goose,Anser canagicus,61.209,-165.125
Emperor Goose,Anser canagicus,61.21,-165.126
Emperor Goose,Anser canagicus,61.201,-165.103
Emperor Goose,Anser canagicus,61.199,-165.151
Emperor Goose,Anser canagicus,61.201,-165.143
Emperor Goose,Anser canagicus,61.21,-165.119
Emperor Goose,Anser canagicus,35.554,-84.04
Emperor Goose,Anser canagicus,61.21,-165.064
Emperor Goose,Anser canagicus,61.205,-165.111
Emperor Goose,Anser canagicus,61.21,-165.124
Emperor Goose,Anser canagicus,61.209,-165.151
Emperor Goose,Anser canagicus,61.213,-165.102
Emperor Goose,Anser canagicus,61.21,-165.117
Emperor Goose,Anser canagicus,61.206,-165.129
Emperor Goose,Anser canagicus,61.21,-165.124
Emperor Goose,Anser canagicus,61.221,-165.158
Emperor Goose,Anser canagicus,61.205,-165.111
Emperor Goose,Anser canagicus,61.216,-165.121
Emperor Goose,Anser canagicus,61.246,-165.25
Emperor Goose,Anser canagicus,61.213,-165.125
Emperor Goose,Anser canagicus,61.217,-165.119
Emperor Goose,Anser canagicus,61.219,-165.107
Emperor Goose,Anser canagicus,61.216,-165.135
Emperor Goose,Anser canagicus,61.209,-165.122
Emperor Goose,Anser canagicus,61.216,-165.113
Emperor Goose,Anser canagicus,61.225,-165.114
Emperor Goose,Anser canagicus,61.224,-165.099
Emperor Goose,Anser canagicus,61.213,-165.124
Emperor Goose,Anser canagicus,61.325,-164.452
Emperor Goose,Anser canagicus,61.211,-165.126
Emperor Goose,Anser canagicus,61.219,-165.127
Emperor Goose,Anser canagicus,61.21,-165.121
Emperor Goose,Anser canagicus,61.218,-165.067
Emperor Goose,Anser canagicus,61.211,-165.124
Emperor Goose,Anser canagicus,61.199,-165.138
Emperor Goose,Anser canagicus,61.212,-165.141
Emperor Goose,Anser canagicus,59.857,-158.665
Emperor Goose,Anser canagicus,61.215,-165.123
Emperor Goose,Anser canagicus,61.209,-165.121
Emperor Goose,Anser canagicus,61.222,-165.143
Emperor Goose,Anser canagicus,61.214,-165.124
Emperor Goose,Anser canagicus,61.209,-165.116
Emperor Goose,Anser canagicus,61.213,-165.123
Emperor Goose,Anser canagicus,61.211,-165.111
Emperor Goose,Anser canagicus,61.219,-165.105
Emperor Goose,Anser canagicus,61.136,-164.891
Emperor Goose,Anser canagicus,61.205,-165.117
Emperor Goose,Anser canagicus,61.23,-164.65
Emperor Goose,Anser canagicus,61.219,-165.111
Emperor Goose,Anser canagicus,61.194,-165.145
Emperor Goose,Anser canagicus,61.125,-166.959
Emperor Goose,Anser canagicus,61.215,-165.109
Emperor Goose,Anser canagicus,61.213,-165.126
Emperor Goose,Anser canagicus,61.234,-165.129
Emperor Goose,Anser canagicus,61.211,-165.121
Emperor Goose,Anser canagicus,61.209,-165.121
Emperor Goose,Anser canagicus,61.209,-165.116
Emperor Goose,Anser canagicus,61.239,-165.252
Emperor Goose,Anser canagicus,61.208,-165.121
Emperor Goose,Anser canagicus,61.213,-165.121
Emperor Goose,Anser canagicus,61.213,-165.127
Emperor Goose,Anser canagicus,61.209,-165.127
Emperor Goose,Anser canagicus,61.21,-165.121
Emperor Goose,Anser canagicus,61.194,-165.126
Emperor Goose,Anser canagicus,61.216,-165.114
Emperor Goose,Anser canagicus,61.208,-165.129
Emperor Goose,Anser canagicus,61.199,-165.145
Emperor Goose,Anser canagicus,61.215,-165.11
Emperor Goose,Anser canagicus,61.212,-165.128
Emperor Goose,Anser canagicus,61.194,-165.079
Emperor Goose,Anser canagicus,61.216,-165.15
Emperor Goose,Anser canagicus,61.214,-165.123
Emperor Goose,Anser canagicus,61.211,-165.13
Emperor Goose,Anser canagicus,61.211,-165.127
Emperor Goose,Anser canagicus,61.21,-165.119
Emperor Goose,Anser canagicus,61.211,-165.121
Emperor Goose,Anser canagicus,61.214,-165.12
Emperor Goose,Anser canagicus,61.203,-165.105
Emperor Goose,Anser canagicus,61.206,-165.155
Emperor Goose,Anser canagicus,61.224,-165.135
Emperor Goose,Anser canagicus,61.21,-165.126
Emperor Goose,Anser canagicus,61.213,-165.137
Emperor Goose,Anser canagicus,61.214,-165.111
Emperor Goose,Anser canagicus,61.195,-165.104
Emperor Goose,Anser canagicus,61.209,-165.139
Emperor Goose,Anser canagicus,61.205,-165.152
Emperor Goose,Anser canagicus,61.215,-165.132
Emperor Goose,Anser canagicus,61.217,-165.125
Emperor Goose,Anser canagicus,61.212,-165.12
Emperor Goose,Anser canagicus,61.24,-165.126
Emperor Goose,Anser canagicus,61.217,-165.137
Emperor Goose,Anser canagicus,61.209,-165.12
Emperor Goose,Anser canagicus,61.209,-165.13
Emperor Goose,Anser canagicus,61.227,-165.238
Emperor Goose,Anser canagicus,61.265,-164.84
Emperor Goose,Anser canagicus,61.214,-165.133
Emperor Goose,Anser canagicus,61.256,-165.388
Emperor Goose,Anser canagicus,61.215,-165.188
Emperor Goose,Anser canagicus,61.224,-165.106
Emperor Goose,Anser canagicus,61.214,-165.138
Emperor Goose,Anser canagicus,61.209,-165.107
Emperor Goose,Anser canagicus,61.22,-165.037
Emperor Goose,Anser canagicus,61.205,-165.114
Emperor Goose,Anser canagicus,61.204,-165.12
Emperor Goose,Anser canagicus,61.218,-165.098
Emperor Goose,Anser canagicus,61.209,-165.096
Emperor Goose,Anser canagicus,61.212,-165.126
Emperor Goose,Anser canagicus,61.219,-165.108
Emperor Goose,Anser canagicus,61.212,-165.122
Emperor Goose,Anser canagicus,61.213,-165.124
Emperor Goose,Anser canagicus,61.21,-165.108
Emperor Goose,Anser canagicus,61.214,-165.137
Emperor Goose,Anser canagicus,61.21,-165.122
Emperor Goose,Anser canagicus,61.22,-165.123
Emperor Goose,Anser canagicus,61.21,-165.131
Emperor Goose,Anser canagicus,61.2,-165.169
Emperor Goose,Anser canagicus,61.204,-165.165
Emperor Goose,Anser canagicus,61.198,-165.007
Emperor Goose,Anser canagicus,61.211,-165.135
Emperor Goose,Anser canagicus,61.207,-165.116
Emperor Goose,Anser canagicus,61.208,-165.237
Emperor Goose,Anser canagicus,61.213,-165.128
Emperor Goose,Anser canagicus,61.234,-165.061
Emperor Goose,Anser canagicus,61.201,-165.109
Emperor Goose,Anser canagicus,61.213,-165.121
Emperor Goose,Anser canagicus,61.225,-165.113
Emperor Goose,Anser canagicus,61.213,-165.133
Emperor Goose,Anser canagicus,61.21,-165.116
Emperor Goose,Anser canagicus,61.235,-165.192
Emperor Goose,Anser canagicus,61.201,-165.083
Emperor Goose,Anser canagicus,61.189,-165.07
Emperor Goose,Anser canagicus,61.237,-165.247
Emperor Goose,Anser canagicus,61.213,-165.129
Emperor Goose,Anser canagicus,61.235,-164.998
Emperor Goose,Anser canagicus,61.193,-165.135
Emperor Goose,Anser canagicus,61.205,-165.115
Emperor Goose,Anser canagicus,61.205,-165.13
Emperor Goose,Anser canagicus,61.212,-165.203
Emperor Goose,Anser canagicus,61.155,-165.408
